Id	Text	Info_Label	Risk_Level	Risk_Label_Reason	Original_Split
1236121287354970113	Vatican confirms 1st virus case as pope recovers from cold A Vatican spokesman has confirmed the walled city-state's first case of the new coronavirus By NICOLE WINFIELD Associated Press March 6, 2020, 12:39 PM 4 min read HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1241658382689460225	A couple married for 44 years were separated on Friday as the 65-year-old wife tested positive for the COVID-19 coronavirus and was taken to the Couva Me­dical and Multi-Training Facility. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236136718555697160	its so scary! tabi lang ng bldg namin in bgc yung company who admitted that one of their employee is positive in covid &gt;&lt;	INFORMATIVE	Medium	informative but not High/Low	original_train
1244162541560922112	So they are going from quarantine, directly to #Lockdown? Eish! 112 South African citizens who will be reunited with their families after testing negative for #coronavirus at the end of their quarantine at the Ranch Resort in Polokwane #CoronaVirusSA #Day3 #LockdownSouthAfrica	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1243010534305419265	223 people have died today in the United States because of the coronavirus. Yesterday, the total was 164. This is all on your hands Little Donnie @USER	INFORMATIVE	High	death/fatality	original_train
1248985080451796993	First ten doctors named as having died from #coronavirus were all #BAME. It’s important to investigate #COVID__19 deaths of BAME doctors &amp; other individuals so that further deaths can be prevented. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1245641208849813510	391 persons who visited Markaz Nizamuddin have been traced and quarantined. 11 out of 91 persons who were tested in Bidar are COVID19 positive: Karnataka Chief Minister BS Yediyurappa HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241487266410835968	First #COVIDー19 case confirmed in Uganda. Don't panic,keep observing @USER guidelines. Protect yourself and the people around you. We can do this. #STAYSAFEUG HTTPURL	INFORMATIVE	Low	prevention/advisory only	original_train
1236096412980572161	▶️CORONAVIRUS: French president Emmanuel Macron meets residents of an elderly care home in Paris, as France prepares to move to phase 3 in its preparations to deal with the coronavirus. 👉France Reports 3 More Coronavirus Deaths, Taking Total to 7 HTTPURL HTTPURL	INFORMATIVE	High	death/fatality	original_train
1242700930140774401	2nd death from #COVIDー19 in Herat provinve. The city of #Herat is fully locked down, yesterday the positive cases increased to 74 in Afghanistan and 53 of them are only in western Herat province. RS confirmed that 4 #NATO troops also tested positive in #AFG &amp; now in isolation. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1251519857553743875	The news on April 1 that Ellis Marsalis Jr. had died of COVID-19-related pneumonia opened a river of national tributes for New Orleans' premier jazz pianist, professor and the patriarch of a musical family with remarkable aesthetic reach. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236108196042829824	First case of #Coronavirus in #Honolulu #Hawaii just announced. This is where the #CruiseShip went, (#Kauai is on that list): #CoronaOutbreak HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1236131960168251392	#COVID-19 | A 76-year-old tourist from the United States tested positive for #coronavirus in #Bhutan, triggering alarm in #Assam where he spent a considerable time before visiting the Himalayan country. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246733977119068162	Criminal investigation launched into Ruby Princess cruise ship coronavirus disaster At least 11 passengers from ship have now died, more than 30% of Australia’s total coronavirus deaths HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241847171303030785	Information shared during Congressman Jim McGovern’s town hall call: Of 1200 people in central Mass. tested for coronavirus, 60 were positive. #CoronavirusMassachusetts	INFORMATIVE	Medium	informative but not High/Low	original_train
1252013579139776513	ECUADOR: en la noticia internacional. ImageWikipedia 2020 coronavirus pandemic in Ecuador - Wikipedia Data suggest that the number of death due to COVID-19 may be much higher than that officially reported – 10,939 people have died. Hasta la victoria siempre 💪🏼	INFORMATIVE	High	death/fatality	original_train
1242063773277585408	MTV correspondent: Members of the security forces, state security and the army are deployed on roads; the first #coronavirus test of a woman who gave birth to a child yesterday showed a negative result	INFORMATIVE	Medium	informative but not High/Low	original_train
1245818338292400131	Canada's reported count of #COVID19 cases passes 11,000. Here's what's happening in Canada and around the world today: HTTPURL #COVID19MB	INFORMATIVE	High	increase/new count >=100 (11000)	original_train
1241515217701371905	Well the decisions needed to be made long before Luca's parents became infected by #coronavirus. They need to shut down three elements that @USER says are the back bone of managing the #CoronavirusPandemic one of which is #ShutTheSchoolsNow so we can #FlattenTheCurve. #auspol	INFORMATIVE	Medium	informative but not High/Low	original_train
1243063024900079617	A disaster waiting to happen Aid organisations warn the pandemic is about to hit #Rohingya camps after the first confirmed case in nearby Cox's Bazar. BBC South East Asia correspondent @USER discusses that &amp; Thailand's state of emergency HTTPURL #COVID19	INFORMATIVE	High	new/first regional case or death	original_train
1248841862158389248	NEW YORK (AP) — The worldwide death toll from the coronavirus has hit 100,000, according to the running tally kept by Johns Hopkins University. The sad milestone comes as Christians around the globe .....read more. HTTPURL HTTPURL	INFORMATIVE	High	death/fatality	original_train
1245822349141671937	#Coronavirus latest: Over 1 million people infected worldwide, with US accounting for more than a fifth #StayAtHome #COVIDー19 #CoronavirusPandemic #COVIDIDIOTS HTTPURL	INFORMATIVE	High	increase/new count >=100 (1000000)	original_train
1236154675856134144	SHREVEPORT, La - There are no confirmed cases of the Coronavirus in the State of Louisiana, but some residents spoke to KTBS-3 about their concerns on Friday. HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241205410100633600	Control tower at JFK airport shuts down for cleaning after worker tests positive for coronavirus. Download the app or click on HTTPURL to read this article from FOX. HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1245849996869713920	A man from NY flew into the Clearwater area a couple of days ago, was feeling sick, came straight to my hospital. Was tested for Covid which came back positive today. He then left the hospital AMA and got into an Uber. The driver was unaware. This is how this is spreading!	INFORMATIVE	High	public/high-risk facility affected	original_train
1247215476083654657	Dear Lagosians, I have more great news for you from our Infectious Disease Hospital, Yaba. Today, two more female patients have recovered fully and have tested negative to #COVID19 twice consecutively. They have been discharged from the facility. - Governor @USER	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1247214623121641473	'Harry Potter' author J.K. Rowling says she's 'fully recovered' after experiencing 'all symptoms' of COVID-19 HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1245897632716857346	@USER @USER No need to drive that point home to me. My 85 year old uncle died from COVID19 this morning. All he wanted was to go home to die in the house he was born in. Instead, he died in a strange room, ALONE and with no family allowed to visit or comfort him. #TrumpOwnsEveryDeath	INFORMATIVE	High	death/fatality	original_train
1236091512540352518	At least 21 coronavirus cases aboard cruise ship off California coast, Pence says Officials had tested 46 passengers on the cruise ship, which has over 3,000 people aboard. HTTPURL #USRC HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1241234233890406400	@USER @USER IMHO, to total or deaths in France, UK, US, Germany are MOAR than total detected COVID-19 cases in India! Only Maharashtra required Lockdown. 52 cases in one day! Remember, we are in week-4 of the endemic eruption, when community spread happens! We are already handling it well!	INFORMATIVE	High	death/fatality	original_train
1248762782247538689	New post (Coronavirus: Recovering Boris Johnson called his pregnant fiancee Carie Symonds the moment he was given back his phone) has been published on Monte Oz Live - HTTPURL HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1241319662027182080	It’s Sunday morning at McCabe United Methodist Church in Bismarck. Earlier in the week, North Dakota health officials had announced the state’s first coronavirus case in Ward County. HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1245284336913571840	Something to smile about. Brian has recovered from #COVID19 who contracted #coronavirus from Brenda. they make the number of recovered patients 3 now in Kenya. #HappyNewMonth	INFORMATIVE	Low	recovery/discharge	original_train
1241772483931496448	#Tunisia: 50 Tunisians returning from #Canada were placed in mandatory 14-day quarantine in health complex of Jebel El Oust Sunday, to prevent spread of #COVID19, said #Zaghouan local health director, adding test will be conducted on one suspected case. #TAP_En	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241396594106413060	Cuomo has ordered 2 million masks, 6,000 ventilators. There are 10,300 cases of #coronavirus in New York State. He says he is hopeful about containment because numbers are going down in New Rochelle where the National Guard has held down a one mile radius perimeter.	INFORMATIVE	High	new/first regional case or death	original_train
1236160526461227008	Canada currently has more #COVIDー19 cases (51) than does the United States (336) so let's not be such smug asses about Trump being stupid. This might be a serious matter. Greater than politics. #CoronaVirusCanada	INFORMATIVE	High	increase/new count >=100 (336)	original_train
1236156127777148933	#COVID19 【Italy🇮🇹】778 new cases and 49 new deaths in Italy Italy now has 4636 cases	INFORMATIVE	High	death/fatality	original_train
1236071143041163266	Dr. Deena Hinshaw says she learned this within the last hour, just before giving an update on the Calgary woman who contracted COVID-19. The woman is still recovering, she said. They’re working to find out who she may have had contact with. #yeg #ableg	INFORMATIVE	Low	recovery/discharge	original_train
1241032226449604608	Ok, so #KanikaKapoor was tested positive and she attended 2 parties. Well, who organized these parties when it was loud and clear that social gatherings should be avoided? Bloody arrest them all for community transmission of the virus. 😤 #COVID19	INFORMATIVE	Medium	informative but not High/Low	original_train
1247161279816462336	#coronavirusindia A 55-year-old man in Haryana, suspected to have coronavirus, died in an attempt to escape from the sixth floor of a hospital in Karnal. #coronavirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #karnal #Haryana	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241783212327743488	This virus in Gaza is a total nightmare... Palestinian PM orders West Bank lockdown; Gaza confirms first coronavirus cases - Israel News - HTTPURL HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1237016038904156163	A 98-year-old woman has recovered from the novel coronavirus after being diagnosed with severe lung infection and heart failure. The former patient, Hu Hanying, was discharged yesterday along with her 54-year-old daughter, known by her surname Di HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1241477960130899968	Alberta has 31 new cases of #COVID19; 226 total. -Up to 16 suspected to be community transmission. -11 hospitalized; 6 in ICU (one new since yesterday) -No new deaths. -Still only three recovered As per Deputy Chief Medical Officer of Health, Dr. Marcia Johnson.	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1236129090752720896	21 people aboard the Grand Princess cruise ship held off the coast of California have tested positive for the coronavirus. All but two are crew members. In the U.S., more than 300 cases have been confirmed and at least 15 deaths. @USER has more from New York: FRI0372 HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241673502350094336	Los Angeles, CA Police Department Reports 3rd Positive COVID-19 – Los Angeles, CA (HTTPURL The Los Angeles Police Department has identified a third employee who has a confirmed case... HTTPURL HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1241360577726996481	Nigeria has 12 coronavirus cases. The first case of coronavirus in the country was on 27 Feb 2020. It was an Italian who had flown into the country through Istanbul, Turkey. The Italian has recovered though he'll undergo a confirmatory test before behind discharged. Good news 👏	INFORMATIVE	Low	recovery/discharge	original_train
1241092028538195969	"Shot: ""As a result of CTR’s previously-provided threat reduction training, efforts, and the assistance of [USAID], local officials in Thailand detected the first case of a novel coronavirus..only days after its initial discovery in Wuhan, China."" HTTPURL"	INFORMATIVE	High	new/first regional case or death	original_train
1241427954250518529	Additional COVID-19 cases in Iowa – Des Moines, IA (HTTPURL The Iowa Department of Public Health (IDPH) has been notified of 23 additional positive cases of Iowans with COVID-19, for a total of 68 positive ca... HTTPURL HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1245633948362739715	Trump in early March: No cause for alarm; we are prepared for the Coronavirus. As at 3 April: about 1000 deaths recorded in the US. Ignorance, arrogance at its peak. Disgrace	INFORMATIVE	High	death/fatality	original_train
1241481780076507136	Senegal banned public gathering including at mosques. Hundreds of worshippers took to the streets in protest ignoring the ban after an imam was arrested. Meanwhile the number of Covid-19 infections jumped to 47. @USER @USER HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246488177973616640	#Breaking in NJ: 846 people have died of coronavirus, surpassing the number of New Jersey residents lost in the 9/11 terror attacks, Gov. Murphy says HTTPURL HTTPURL	INFORMATIVE	High	death/fatality	original_train
1249776507209289735	Onondaga Co. COVID-19 deaths rise to 11: Latest two described as: Female in her 80’s Female in her 70’s “This is a grim reminder of how deadly this virus is.” Ryan McMahon HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241775998452072448	March 22 - Afternoon Update... U.S. NOW 3rd in the world with confirmed cases of coronavirus...only behind China &amp; Italy. U.S. 29,270 confirmed cases - 349 dead NY 10,356 confirmed cases - 56 dead	INFORMATIVE	High	death/fatality	original_train
1245726449862094855	January 29: With #coronavirus cases in #China rising to more than 9,000, and with at least 118 confirmed cases in 22 other countries, most countries stop flights to and from China. But flights between #Iran and China continue as normal. HTTPURL	INFORMATIVE	High	increase/new count >=100 (9000)	original_train
1246913934709399554	JUST IN: Health Ministry reports three more cases of #COVID19 in Jamaica pushing the tally to 58. New cases: 41-year-old female from St Ann no travel history; 52-year-old male from Portland travelled from Brazil; 41-year-old female from Clarendon who travelled from from New York.	INFORMATIVE	High	new/first regional case or death	original_train
1245740563426693128	@USER did you hear about the pastor in Arkansas who decided to continue with service — 34 members, including himself and his wife are positive with covid-19. i love my church and i love going to church but gathering with hundreds of others touching, in close proximity is ignorance.	INFORMATIVE	High	public/high-risk facility affected	original_train
1246520070823710720	According to state data, an additional 61 people have died from COVID-19 with 1,481 new cases as of 10 a.m. today. Locally, there have been seven confirmed in Charlevoix County; seven in Cheboygan County, seven in Emmet County and 22 in Otsego County. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241359936011022337	Madagascar confirms its first 3 Coronavirus cases as Europe continues to spread the virus in Africa. 3 individuals from France with 2 French nationals testing Covid-19.	INFORMATIVE	High	new/first regional case or death	original_train
1238956994255622146	Bet #FakeNews won’t report this Three Maryland Coronavirus Patients Make Full Recovery HTTPURL via @USER	INFORMATIVE	Low	recovery/discharge	original_train
1241506300955107338	Two Harris County Sheriff’s Office employees received positive COVID-19 test results today, bringing the agency’s total number of confirmed cases among staff to four. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246810471778246656	Alhamdulillah,my cousin who was suspected of having COVID-19,&amp; had been under treatment as positive,has nw been declared Negative for COVID-19 after conducting revised test.Also d whole fmly’s test has been Declared -ve.🙏 to Almighty &amp; then to Doctors &amp; everyone serving in field HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1244818621387415552	This is in downtown Lincoln. LNK 🖤 NY Tonight there are nearly 68,000 COVID-19 cases in New York. More than 1,000 people have died in the state. (Photo: Anonymous Viewer) HTTPURL	INFORMATIVE	High	death/fatality	original_train
1247205134523723777	A 32-year-old man from Kendrapara who had returned from Dubai on March 24, tests positive for #COVID19; Total number of positive cases in the state now stands at 40: #Odisha Health Department	INFORMATIVE	Medium	informative but not High/Low	original_train
1241549929086169091	@USER @USER In the State of Florida there has been 10 Coronavirus deaths vs. 6,000 deaths on avg. per year from cloud to ground lighting strikes in FL.	INFORMATIVE	High	death/fatality	original_train
1245758523792736261	The Navy plans to move 2,700 sailors from the aircraft carrier USS Theodore Roosevelt to quarters in Guam as the number of sailors testing positive for the novel coronavirus has increased to 93, said acting Navy Secretary Thomas Modly. HTTPURL (via @USER	INFORMATIVE	Medium	informative but not High/Low	original_train
1241605595364458497	[ #Covid19 ] #Coronavirus tracked: the 2020-03-21 figures #StayHome 📍303 000 people infected globally (+34000 in 1 day) 📍Global number of deaths: 12 960 (+1700 in 1 day) 📍24 137 cases in the USA (+7500 in 1 day) 📍No new case in China 📍100+ cases in 68 countries #FT #WHO HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1236174606593126403	#Coronavirus death toll China - 3070 Italy - 197 Iran - 124 South Korea - 44 USA - 15 France - 9 Spain - 8 Japan - 6 Australia - 2 (Via The @USER HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236307302124261376	Ria Allman, manager of the Division of Public Health's Lab in Smyrna, talks about the steps needed to test for the coronavirus. Delaware has tested 10 people for the virus; all have been negative. To learn more about Delaware's response, visit HTTPURL HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246722442204082176	Curfew clamped in four localities including Madanpura, Bajardiha, Gangapur and Lohta areas following detection of COVID-19 positive cases and one death in Varanasi. Some areas under Shivpur police station have also been isolated.	INFORMATIVE	High	death/fatality	original_train
1236119845898346496	Facebook shuts down London offices over Covid-19 after visiting Singapore employee tests positive — RT UK News HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241752263422590979	Thirty people in Pinellas County have confirmed cases of the coronavirus, according to the 11 a.m. report from the Florida Department of Health, that’s one more than the number reported Saturday night. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246138804257411073	#UkweliUsemwe,@USER Kilifi Deputy governor was tested thrice on COVID19 with results being negative,then why was he arrested since the medical reports cleared him?	INFORMATIVE	Medium	informative but not High/Low	original_train
1251496222734585859	Kershaw and Richland are two of the main hotbeds of infection in SC. This should not have happened - we knew in March what was going on. I am saddened at this loss. Six People Die of COVID-19 After Attending South Carolina Funeral HTTPURL via @USER	INFORMATIVE	High	public/high-risk facility affected	original_train
1236132535396073478	Although... NC has 2 confirmed cases, 0 deaths, thus far. Chk w/ur state's Gov't website for current figures. 👍 #COVIDー19 #CoronavirusUSA #CoronaVirusNC #CoronavirusOutbreak #CoronavirusUSA	INFORMATIVE	High	death/fatality	original_train
1236090394082975744	Mayor of San Jose @USER proposing a moratorium on evictions. San Jose is in Santa Clara County, which currently has a total of 24 confirmed #coronavirus cases. @USER	INFORMATIVE	Medium	informative but not High/Low	original_train
1241782805539049475	🇺🇸 — BREAKING: U.S. Senator Rand Paul has tested positive for coronavirus but is asymptomatic and 'feeling fine,', his office says (BNO) HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246592326694252546	As of 7:10 pm: In Midland, there are identified 24 cases of COVID-19. Two new patients were identified today. In Odessa, there are 22 confirmed cases of COVID-19. But, the Ector County Health Department has not updated its numbers since yesterday.	INFORMATIVE	High	new/first regional case or death	original_train
1240179516988968961	COVID-19 suspect, a doctor who traveled to Italy, dies in Medan #jakpost HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236135397706604544	First 2 deaths in FL from covid-19 announced...Lee &amp; Santa Rosa counties. Also three new presumptive + cases: two in Broward + Lee county death (CDC has to confirm)	INFORMATIVE	High	death/fatality	original_train
1245668694388355074	There are 497 total cases of COVID-19 in Shelby County, with three confirmed deaths, according to the Shelby County Health Department on Wednesday.​ HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236104931570003971	#TrumpsMinion #OklahomaGovernorKevinStitt announced TODAY first #COVID_19 OKLAHOMAN CONFIRMED in Tulsa! He arrived BACK (from traveling in #ITALY) on Feb23. Syptomatic on Feb29th. YET #AntiNativeAmericanStitt focusing on bringing OUTSIDE (Organized Crime owners) into OK???	INFORMATIVE	Medium	informative but not High/Low	original_train
1235909090259410944	Coronavirus: Italian patient ‘fully recovered, to be discharged soon’ HTTPURL HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1241456333884358661	BREAKING: Michigan reaches 787 Coronavirus cases. Still 0 in the Upper Peninsula. Five people have died from the virus in Michigan. All of them near Detroit.	INFORMATIVE	High	death/fatality	original_train
1236107335216648192	"SC Department of Health says state now has two presumptive cases of coronavirus. One is a MUSC employee in Charleston County. The other may be ""community spread"" in Kershaw County. That patient, an older woman, is hospitalized."	INFORMATIVE	Medium	informative but not High/Low	original_train
1241321441544605702	Switzerland reports 95 new cases bringing total confirmed cases there to 5,711 and 57 total deaths, with 96 new cases and 1 new death reported today. #CoronaVirus #Covid19 #CoronaVirusOutbreak HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241791949423677441	The 46th issue covers the #PLA's fight with the novel #coronavirus. China claims that no #PLA personnel is infected while fighting against the virus. But Joel Wuthnow's writes in @USER that the virus has infected many in the #PLAAF and #PAP!	INFORMATIVE	Medium	informative but not High/Low	original_train
1243501018878525441	Boris Johnson BRITISH PMannounces his test for COVID as positive, some people will suspend press men at the state house because some aide not even elected personnel tested positive shio,oshi!	INFORMATIVE	Medium	informative but not High/Low	original_train
1236230688644493319	The Western Cape Department of Health says a man who was being tested for coronavirus at Tygerberg Hospital has tested negative for the virus. HTTPURL HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1249391496157114370	This is very sobering. The UK government have made a difficult situation into a cocking shambles that is killing us faster than anywhere else in Europe. New Zealand still has two deaths from Coronavirus. We have &gt;10,000 and that's only people in hospital, testing + before death.	INFORMATIVE	High	death/fatality	original_train
1241031702018916353	DAY22: COVID19 OUTBREAK •44yr old Italian was diagnosed in Lagos on 27 Feb 2020. Arrived on board Turkish aitline 24th, traveled to his destination in Ogun state 25th •One contact tested positive, now confirm negative and discharged on 13 March •30yr old returnee from UK 1/ HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1236122737044852737	#Algeria Coronavirus cases surpass 100,000 globally: Live updates At least 15 deaths and 164 infections reported in the US as Vice President Pence reports cases on board cruise ship. HTTPURL #الجزائر HTTPURL	INFORMATIVE	High	death/fatality	original_train
1251288479729766400	SACRAMENTO, Calif. (AP) — California hits 1,021 deaths linked to the coronavirus, according to a tally by Johns Hopkins University.	INFORMATIVE	High	death/fatality	original_train
1236091833286971393	America, get your house in order!!! Another case of #covid19 exported from the US, this time to Edmonton Patient’s only travel was to Illinois, Michigan and Ohio	INFORMATIVE	Medium	informative but not High/Low	original_train
1241390512390713346	Somebody needs to ask Germany what they’re doing to fight the Coronavirus cuz they’re only reporting 75 deaths outta almost 22,000 cases	INFORMATIVE	High	death/fatality	original_train
1245679100850823169	Oakland County's #COVID19 death toll now stands at 99. That's more deaths than Canada has to date (96). Detroit's death toll hit 83 yesterday and suburban Wayne County is at 63. Wayne County's combined 146 deaths are exactly the number of reported deaths in Austria (via NYT).	INFORMATIVE	High	death/fatality	original_train
1236323231017111552	#Breaking: Madhya Pradesh: Samples of all 18 people suspected to have been exposed to novel #coronavirus have tested negative HTTPURL HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241764744660504576	#BREAKING: New York Governor Andrew Cuomo says a total of 15,168 people in New York have tested positive for the new coronavirus. The latest figures include 9,045 positive cases in New York City. - NBC	INFORMATIVE	High	new/first regional case or death	original_train
1248783883925180422	@USER Thank you so much I haven't written lately because my brother had caught covid 19 so I did not write much...the good news is that he recovered and he is doing well 💪💪💪😊	INFORMATIVE	Low	recovery/discharge	original_train
1241435331863425024	🔴| 🇨🇱 Chile has confirmed its first Covid-19 death. 82 years old woman from Renca, a commune located in the northern area of Santiago. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236111985101746177	Diamond Princess crew member suspected of having COVID-19 treated at Jakarta's Persahabatan hospital #jakpost HTTPURL	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1237623274315677696	NEWS: The health minister Nadine Dorries has been diagnosed with #coronavirus. She's now recovering in self-isolation. The MP was said to be showing symptoms, when she attended a reception with the Prime Minister in Downing Street on Thursday #kmfmnews HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1241415837229121538	"Five more people dead in NJ from novel coronavirus, governor says. State now has 1327 total positive patients with 442 new cases. That comes with ""aggressive testing,"" and community spread, Murphy says."	INFORMATIVE	High	death/fatality	original_train
1241027042088374272	@USER @USER @USER In Kerala, especially Kasaragpd, my hometown, it is extremely causious situation! The second person, who got confirmed with #Covid19 has contacted a number of persons!!!	INFORMATIVE	Medium	informative but not High/Low	original_train
1247189166888226817	Punjab has 1,816 coronavirus cases now 213 are returnees from Iran in quarantine at D G Khan 359 are returnees from Iran in quarantine at Multan 5 are returnees from Iran in quarantine at Faisalabad	INFORMATIVE	Medium	informative but not High/Low	original_train
1241654072416956418	A total of 97 imported #COVID19 cases have been reported in #Beijing, with seven discharged from hospitals. 84% of the cases originated from the UK, Spain, Italy and the U.S. HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1249475528005791744	@USER @USER Australian &amp; nothing to gain Influenza USA Stats per Time based on CDC 2018-9 61,200 died 2017-8 79,400 died HTTPURL According to WHO you're only on 18,516 deaths COVID19 We are all being #COVID19 conned by our medias, politicians, profiteers &amp; even our medics HTTPURL	INFORMATIVE	High	death/fatality	original_train
1235707465968295936	BREAKING NEWS: Three fresh Coronavirus suspects quarantined in Lagos Lagos State Government on Thursday night revealed that three Coronavirus suspects are currently being quarantined at its facility in Yaba, Lagos READ FULL REPORT HERE - HTTPURL #Covid19Lagos HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1251036879643791361	@USER Odd... The President &amp; Congress DID almost shut the country down over deaths from Vaping The President &amp; Congress acted RIGHT NOW &amp; ✅ Laws Were Passed Over - 20 - Deaths #CoronavirusPandemic #CoronavirusUSA #coronavirus #CoronavirusOutbreak #GOPCorruptionOverCountry #GOP	INFORMATIVE	High	death/fatality	original_train
1236153803709308928	Two FL coronavirus deaths; two more cases, both in Broward County HTTPURL via @USER #FlaPol #FloridaNews #coronavirus	INFORMATIVE	High	death/fatality	original_train
1250909926198665218	Today's #covid19 briefing in Alberta👇: Two more deaths, both in seniors' homes. 5000 ppl were referred for testing yesterday. Try and give up smoking and don't drink too much, Hinshaw says. #ableg #cdnpoli	INFORMATIVE	High	death/fatality	original_train
1236121779007090689	@USER In Peru the virus has arrived there is a person who traveled to Italy and France and this person arrived in Peru and the symptoms were detected. He was tested to see if he had it and it was positive so in Peru there is a person with coronavirus.	INFORMATIVE	Medium	informative but not High/Low	original_train
1247007478702682115	@USER @USER @USER @USER @USER A patient from Dadra and Nagar Haveli was referred to a hospital in Mumbai, Maharashtra where he tested positive for #Coronavirus. He is stable now. We have quarantined all the persons who had come in contact with him: Dadra and Nagar Haveli Collector Sandeep Singh (05.04.2020)	INFORMATIVE	High	public/high-risk facility affected	original_train
1247249461111382017	Publix Super Markets, Inc. confirmed that an employee who works at the Miami Lakes, store #1129, on Ludlam Road has tested positive for COVID-19 (coronavirus).	INFORMATIVE	Medium	informative but not High/Low	original_train
1236139418559209473	Six more coronavirus cases in NSW confirmed as total rises to 34 - ABC News (Australian Broadcasting Corporation) HTTPURL via @USER	INFORMATIVE	Medium	informative but not High/Low	original_train
1237725430485938177	The same day that DOH announced first positive COVID test in Whatcom County, the nearby university is moving to online classes. Similar measures were taken at universities in the Seattle area HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1246018184236486657	Can the Saddlers do anything for the family of Areema Nasreen from Walsall @USER 36 year old nurse to die from Coronavirus at Walsall Manor. I hope ways can be found to commemorate her life. #NHSheroes HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241517071407685642	Deputy Health Minister Dr. Yousef Abu Al-Rish, said the confirmed cases of coronavirus in the Gaza Strip were in 2 citizens who returned from Pakistan last Thursday. Abu Al-Rish said both had been in quarantine in a school in Rafah since their return &amp; did not enter the Strip.	INFORMATIVE	High	public/high-risk facility affected	original_train
1250343944497455104	International Covid-19 update | More than 120 000 killed by coronavirus worldwide, China approves trials for more vaccines, deaths in Sweden pass 1 000 HTTPURL via @USER	INFORMATIVE	High	death/fatality	original_train
1236131107248033792	Two of the three confirmed cases of Covid-19 in the Capital are in Parvesh Singh Verma's West Delhi constituency. Wonder what he has to say...	INFORMATIVE	Medium	informative but not High/Low	original_train
1236108084176662529	This is a multi tweet thread from Governor Ned Lamont explaining the status of #coronavirus cases in #Connecticut. There are still no confirmed cases in CT but people at two hospitals may have been exposed to it.	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241065617148596224	#Spain closes all #hotels in effort to contain the #coronavirus - Spain has been on lockdown since March 14 after the nation saw a surge in cases of the novel coronavirus. It has + 20K reported cases &amp; +1K deaths so far @USER HTTPURL	INFORMATIVE	High	death/fatality	original_train
